"場所の名前","カテゴリ","区名","所在地","TEL","避難可能時間","災害対策基本法に基づく指定","避難場所の対象とする災害","経度","緯度","分類"
"市岡中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","磯路1-5-21","","24時間","指定緊急避難場所","津波、洪水","135.461665433658","34.6666111031856","津波避難ビル・水害時避難ビル"
"市岡東中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡元町3-2-18","","24時間","指定緊急避難場所","津波、洪水","135.465135657024","34.6668182094316","津波避難ビル・水害時避難ビル"
"港中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","池島1-5-35","","24時間","指定緊急避難場所","津波、洪水","135.448532829333","34.657737289662","津波避難ビル・水害時避難ビル"
"港南中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","三先1-5-28","","24時間","指定緊急避難場所","津波、洪水","135.456691347516","34.6603728254902","津波避難ビル・水害時避難ビル"
"築港中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港1-2-41","","24時間","指定緊急避難場所","津波、洪水","135.438125182544","34.6528337924239","津波避難ビル・水害時避難ビル"
"波除小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","波除3-6-8","","24時間","指定緊急避難場所","津波、洪水","135.46217477131","34.671645013322","津波避難ビル・水害時避難ビル"
"弁天小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天2-9-35","","24時間","指定緊急避難場所","津波、洪水","135.455874819958","34.6686670061304","津波避難ビル・水害時避難ビル"
"磯路小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","磯路3-7-7","","24時間","指定緊急避難場所","津波、洪水","135.457100863261","34.6651242422734","津波避難ビル・水害時避難ビル"
"南市岡小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","南市岡2-6-35","","24時間","指定緊急避難場所","津波、洪水","135.468670393821","34.665741938153","津波避難ビル・水害時避難ビル"
"市岡小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡3-2-24","","24時間","指定緊急避難場所","津波、洪水","135.464654766014","34.6635700340973","津波避難ビル・水害時避難ビル"
"田中小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","田中2-10-34","","24時間","指定緊急避難場所","津波、洪水","135.447041146297","34.6632923669137","津波避難ビル・水害時避難ビル"
"三先小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","三先2-6-32","","24時間","指定緊急避難場所","津波、洪水","135.453161791179","34.659385002566","津波避難ビル・水害時避難ビル"
"池島小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","池島2-5-47","","24時間","指定緊急避難場所","津波、洪水","135.451130403939","34.6554998066184","津波避難ビル・水害時避難ビル"
"八幡屋小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","八幡屋3-3-5","","24時間","指定緊急避難場所","津波、洪水","135.445630052896","34.654499056509","津波避難ビル・水害時避難ビル"
"港晴小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴1-3-12","","24時間","指定緊急避難場所","津波、洪水","135.444256499899","34.6562355122112","津波避難ビル・水害時避難ビル"
"築港小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港1-10-38","","24時間","指定緊急避難場所","津波、洪水","135.435858523289","34.6528677710439","津波避難ビル・水害時避難ビル"
"港高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","波除2-3-1","","24時間","指定緊急避難場所","津波、洪水","135.465503570716","34.6709703425538","津波避難ビル・水害時避難ビル"
"市岡高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡元町2-12-12","","24時間","指定緊急避難場所","津波、洪水","135.465944930664","34.6674931561367","津波避難ビル・水害時避難ビル"
"市営池島南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","池島3-8","","24時間","指定緊急避難場所","津波、洪水","135.448607507231","34.6539601569531","津波避難ビル・水害時避難ビル"
"市営八幡屋宝町住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴2-5","","24時間","指定緊急避難場所","津波、洪水","135.443289184996","34.6547209717","津波避難ビル・水害時避難ビル"
"市営一条通住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港4-5-1","","24時間","指定緊急避難場所","津波、洪水","135.431009997761","34.6549389975777","津波避難ビル・水害時避難ビル"
"市営八幡屋宝町第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴2-3-1","","24時間","指定緊急避難場所","津波、洪水","135.442221005008","34.6556359993803","津波避難ビル・水害時避難ビル"
"市営八幡屋宝町第3住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴1-6-1","","24時間","指定緊急避難場所","津波、洪水","135.443956306055","34.6558123813564","津波避難ビル・水害時避難ビル"
"市営池島住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","池島3-3","","24時間","指定緊急避難場所","津波、洪水","135.450209320844","34.6552665471542","津波避難ビル・水害時避難ビル"
"交通局・もと朝潮橋職員公舎","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","夕凪2-18-24","","24時間","指定緊急避難場所","津波、洪水","135.449046904693","34.6599633759934","津波避難ビル・水害時避難ビル"
"教育センター","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天1-1-6","","24時間","指定緊急避難場所","津波、洪水","135.461545390454","34.6688116067427","津波避難ビル・水害時避難ビル"
"大阪市中央体育館屋上緑地部","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","田中3-1-40","","24時間","指定緊急避難場所","津波、洪水","135.444784903372","34.6594208875081","津波避難ビル・水害時避難ビル"
"港スポーツセンター","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","田中3-1-128","","24時間","指定緊急避難場所","津波、洪水","135.445748028153","34.6619094766809","津波避難ビル・水害時避難ビル"
"ホームセンターコーナン弁天町店","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天1-2-24","","営業時間中","指定緊急避難場所","津波、洪水","135.460032504298","34.669309498527","津波避難ビル・水害時避難ビル"
"㈱辰巳商會","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港4-1-1","","平日7:00～19:00","指定緊急避難場所","津波、洪水","135.432721829974","34.6536335650314","津波避難ビル・水害時避難ビル"
"㈱間口　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","海岸通1-5-29","","平日8:30～17:30","指定緊急避難場所","津波、洪水","135.429776000421","34.6525780043159","津波避難ビル・水害時避難ビル"
"㈱小林産業　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","波除4-5-7","","平日8:30～17:30","指定緊急避難場所","津波、洪水","135.462517985134","34.6736123736561","津波避難ビル・水害時避難ビル"
"㈱ツガワ工場","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡元町1-4-5","","平日8:00～18:00","指定緊急避難場所","津波、洪水","135.469108380136","34.6700684577085","津波避難ビル・水害時避難ビル"
"㈱梅田精密　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天5-17-27","","平日9:00～18:00","指定緊急避難場所","津波、洪水","135.456641421527","34.6717155756381","津波避難ビル・水害時避難ビル"
"大綱㈱　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天6-1-5","","平日9:00～18:00","指定緊急避難場所","津波、洪水","135.457913195367","34.6744943747366","津波避難ビル・水害時避難ビル"
"友宗電気㈱　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","夕凪2-15-5","","平日8:00～18:00","指定緊急避難場所","津波、洪水","135.451339952115","34.6614187455336","津波避難ビル・水害時避難ビル"
"㈱メロスビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴4-18-29","","平日4:30～19:00　土曜日4:30～15:00","","津波、洪水","135.439954725265","34.6578972610859","津波避難ビル・水害時避難ビル"
"太陽ファスナー㈱　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡元町1-3-18","","平日8:30～17:30","指定緊急避難場所","津波、洪水","135.468332657453","34.6711159297286","津波避難ビル・水害時避難ビル"
"天保山テキサスビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴2-9-21","","営業時間内　10:00～22:00","指定緊急避難場所","津波、洪水","135.440509846939","34.6559055990952","津波避難ビル・水害時避難ビル"
"中谷ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","海岸通1-5-22","","平日9:00～18:00","","津波、洪水","135.430178932472","34.652824016655","津波避難ビル・水害時避難ビル"
"日本通運㈱　中央国際物流センター","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","海岸通3-4-55","","平日9:00～18:00","指定緊急避難場所","津波、洪水","135.442326400632","34.6480782660445","津波避難ビル・水害時避難ビル"
"ホテルシーガルてんぽーざん大阪","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","海岸通1-5-15","","24時間","","津波、洪水","135.429409896415","34.6532145602235","津波避難ビル・水害時避難ビル"
"㈱日本電商　西営業所ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡元町1-6-28","","平日8:40～17:15","指定緊急避難場所","津波、洪水","135.469596834309","34.6684069752682","津波避難ビル・水害時避難ビル"
"オリックスドライビングスクール　弁天町","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","磯路3-9-15","","平日9:00～21:00　土日祝8:00～18:00","指定緊急避難場所","津波、洪水","135.454608030117","34.6654892435142","津波避難ビル・水害時避難ビル"
"㈱山櫻　大阪オフィス","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天5-15-13","","平日9:00～17:30","指定緊急避難場所","津波、洪水","135.455314896447","34.6720764432822","津波避難ビル・水害時避難ビル"
"海岸通ハウス","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","海岸通2-7-23","","24時間","","津波、洪水","135.438161497648","34.6514597973719","津波避難ビル・水害時避難ビル"
"サンラフレ朝潮橋","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴2-7","","24時間","","津波、洪水","135.443040912733","34.6543380665604","津波避難ビル・水害時避難ビル"
"ポートサイド築港","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港1-9-1","","24時間","","津波、洪水","135.435844217441","34.6534721219208","津波避難ビル・水害時避難ビル"
"奥村組土木興業㈱　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","三先1-11-18","","平日8:30～17:30","指定緊急避難場所","津波、洪水","135.452738813106","34.6607375054912","津波避難ビル・水害時避難ビル"
"奥村ナイスワークビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天6-1-3","","平日8:30～17:30","指定緊急避難場所","津波、洪水","135.458302079794","34.6744565633421","津波避難ビル・水害時避難ビル"
"１２３弁天町店","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天3-1-8","","営業時間内　8:30～24:00","指定緊急避難場所","津波、洪水","135.454913113825","34.6664487403843","津波避難ビル・水害時避難ビル"
"H　R　Cビル　(愛称AIAI（アイアイ）おおさか）","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","波除4-1-37","","平日8:00～20:00","","津波、洪水","135.463731239913","34.673745424634","津波避難ビル・水害時避難ビル"
"港友マンション","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","南市岡3-1-12","","24時間","指定緊急避難場所","津波、洪水","135.466144161623","34.6657204897158","津波避難ビル・水害時避難ビル"
"クローバーハイツ市岡","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡1-21-41","","24時間","","津波、洪水","135.46217448896","34.6617389070222","津波避難ビル・水害時避難ビル"
"介護老人保健施設　港さつき苑","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天4-16-18","","営業時間内　8:45～19:00","指定緊急避難場所","津波、洪水","135.45601678345","34.6711398365126","津波避難ビル・水害時避難ビル"
"アソカ学園","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","夕凪2-3-5","","平日7:30～20:00　土７:30～12:30","指定緊急避難場所","津波、洪水","135.452320924509","34.6618184588328","津波避難ビル・水害時避難ビル"
"大塚倉庫㈱　本社ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","石田1-3-16","","営業時間内　9:00～17:00(土日祝を除く）)","指定緊急避難場所","津波、洪水","135.453361203637","34.6693882815592","津波避難ビル・水害時避難ビル"
"ヤマト工業㈱　市岡社員寮","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡3-11-14","","24時間","指定緊急避難場所","津波、洪水","135.463752239483","34.6625451171601","津波避難ビル・水害時避難ビル"
"ライフ弁天町店","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","磯路1-9-25","","営業時間中","指定緊急避難場所","津波、洪水","135.461055996604","34.6675889997656","津波避難ビル・水害時避難ビル"
"キングスクエアランドレックス南市岡","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","南市岡3-6-59","","24時間","","津波、洪水","135.466702075524","34.6642273363315","津波避難ビル・水害時避難ビル"
"プレサンスロジェ弁天町","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","南市岡3-11-23","","24時間","","津波、洪水","135.464885994673","34.6651759974622","津波避難ビル・水害時避難ビル"
"エトワール山村","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡3-3-5","","24時間","指定緊急避難場所","津波、洪水","135.465400996372","34.6626920016982","津波避難ビル・水害時避難ビル"
"㈱八木製作所","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","福崎3-1-111","","営業日8:00～16:50","指定緊急避難場所","津波、洪水","135.457621999136","34.6562719975818","津波避難ビル・水害時避難ビル"
"特別養護老人ホーム愛港園","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","八幡屋4-8-1","","24時間","指定緊急避難場所","津波、洪水","135.446769997064","34.651576002804","津波避難ビル・水害時避難ビル"
"パークシティ朝潮橋","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴3-1-12","","24時間","","津波、洪水","135.444517002012","34.6583010025558","津波避難ビル・水害時避難ビル"
"ティアラ港","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","港晴3-2-10","","24時間","","津波、洪水","135.443250994704","34.6577009983868","津波避難ビル・水害時避難ビル"
"日本貨物検数協会ビル","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港4-11-9","","平日7:00～18:00","指定緊急避難場所","津波、洪水","135.43010333783","34.6542527176533","津波避難ビル・水害時避難ビル"
"がんこフードサービス　商品センター","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡4-6-69","","営業日6:00～20:00","指定緊急避難場所","津波、洪水","135.460911002436","34.659218998017","津波避難ビル・水害時避難ビル"
"地下鉄　弁天町駅","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","波除3-11-6","","24時間","指定緊急避難場所","津波、洪水","135.462369047009","34.6685271377616","津波避難ビル・水害時避難ビル"
"地下鉄　朝潮橋駅","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","田中3-1-4","","24時間","指定緊急避難場所","津波、洪水","135.448807678269","34.6607520889003","津波避難ビル・水害時避難ビル"
"地下鉄　大阪港駅","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港3-5-9","","24時間","指定緊急避難場所","津波、洪水","135.434800213696","34.6540833515934","津波避難ビル・水害時避難ビル"
"ＯＲＣ２００","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天1-2-1他","","24時間","","津波、洪水","135.4610985265","34.6695186416297","津波避難ビル・水害時避難ビル"
"大阪きづがわ医療福祉　生活協同組合","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","磯路3-3-4","","月曜日～土曜日の　8:30～20:30","指定緊急避難場所","津波、洪水","135.458245187065","34.6642975012431","津波避難ビル・水害時避難ビル"
"日本郵便輸送㈱　近畿支社","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","福崎1-3-30","","24時間","指定緊急避難場所","津波、洪水","135.460341981282","34.6576435890911","津波避難ビル・水害時避難ビル"
"オンワード樫山　大阪支店","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","福崎1-4-14","","9:20～18:10　(営業日に限る)","指定緊急避難場所","津波、洪水","135.458236754283","34.658587617947","津波避難ビル・水害時避難ビル"
"コーシャハイツ弁天","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","弁天1-4-18","","24時間","指定緊急避難場所","津波、洪水","135.459930796892","34.6681680537036","津波避難ビル・水害時避難ビル"
"コーシャハイツ港","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港2-4-1","","24時間","指定緊急避難場所","津波、洪水","135.434212736776","34.6513908111499","津波避難ビル・水害時避難ビル"
"コーシャハイツ港（2号棟）","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","築港2-4-2","","24時間","指定緊急避難場所","津波、洪水","135.433898092501","34.6518388435108","津波避難ビル・水害時避難ビル"
"パチンコパーラータイヨー市岡","防災関連施設 - 津波避難ビル・水害時避難ビル","港区","市岡1-2-1","","営業日9:00～23:00","指定緊急避難場所","津波、洪水","135.464315890232","34.6645817881615","津波避難ビル・水害時避難ビル"
"泉尾工業高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾5-16-7","","24時間","指定緊急避難場所","津波、洪水","135.468246350581","34.654842705897","津波避難ビル・水害時避難ビル"
"大正東中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","三軒家東4-4-30","","24時間","指定緊急避難場所","津波、洪水","135.478030084048","34.6620115875199","津波避難ビル・水害時避難ビル"
"大正北中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","北村3-1-1","","24時間","指定緊急避難場所","津波、洪水","135.469138953018","34.6499815889113","津波避難ビル・水害時避難ビル"
"大正中央中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","小林東3-23-5","","24時間","指定緊急避難場所","津波、洪水","135.472089633251","34.6439422307559","津波避難ビル・水害時避難ビル"
"大正西中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","南恩加島6-14-37","","24時間","指定緊急避難場所","津波、洪水","135.465030536785","34.636293845433","津波避難ビル・水害時避難ビル"
"三軒家西小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","三軒家西1-20-26","","24時間","指定緊急避難場所","津波、洪水","135.476952047339","34.6648460755232","津波避難ビル・水害時避難ビル"
"三軒家東小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","三軒家東2-12-63","","24時間","指定緊急避難場所","津波、洪水","135.478914528942","34.6606625369332","津波避難ビル・水害時避難ビル"
"泉尾東小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","千島1-16-16","","24時間","指定緊急避難場所","津波、洪水","135.474428063492","34.6537407886646","津波避難ビル・水害時避難ビル"
"泉尾北小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾2-21-24","","24時間","指定緊急避難場所","津波、洪水","135.470760632198","34.6605812040194","津波避難ビル・水害時避難ビル"
"中泉尾小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾3-23-34","","24時間","指定緊急避難場所","津波、洪水","135.469281504283","34.6593192500851","津波避難ビル・水害時避難ビル"
"北恩加島小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾5-17-31","","24時間","指定緊急避難場所","津波、洪水","135.468419480442","34.6544523492452","津波避難ビル・水害時避難ビル"
"小林小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","小林東2-4-45","","24時間","指定緊急避難場所","津波、洪水","135.474201515097","34.6465207651191","津波避難ビル・水害時避難ビル"
"平尾小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","平尾2-21-28","","24時間","指定緊急避難場所","津波、洪水","135.473993752619","34.6408547436589","津波避難ビル・水害時避難ビル"
"南恩加島小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","南恩加島3-6-11","","24時間","指定緊急避難場所","津波、洪水","135.469460531006","34.6366108042997","津波避難ビル・水害時避難ビル"
"鶴町小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","鶴町2-6-24","","24時間","指定緊急避難場所","津波、洪水","135.456172235195","34.6395916809374","津波避難ビル・水害時避難ビル"
"泉尾高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾3-19-50","","24時間","指定緊急避難場所","津波、洪水","135.470754504798","34.6586979852001","津波避難ビル・水害時避難ビル"
"大正高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾7-11-20","","24時間","指定緊急避難場所","津波、洪水","135.465519696902","34.6568357622162","津波避難ビル・水害時避難ビル"
"市営泉尾第5住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","泉尾7-12","","24時間","指定緊急避難場所","津波、洪水","135.464478562117","34.6570466098565","津波避難ビル・水害時避難ビル"
"市営鶴町第8住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","鶴町1-12","","24時間","指定緊急避難場所","津波、洪水","135.458259137432","34.636339213913","津波避難ビル・水害時避難ビル"
"市営鶴町第9住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","鶴町2-20-34","","24時間","指定緊急避難場所","津波、洪水","135.452870446228","34.6369334524524","津波避難ビル・水害時避難ビル"
"大正会館","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","千島2-6-15","","24時間","指定緊急避難場所","津波、洪水","135.472165138669","34.6508961204188","津波避難ビル・水害時避難ビル"
"鶴町車庫","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","鶴町4-11-55","","24時間","指定緊急避難場所","津波、洪水","135.453902816514","34.6434068276938","津波避難ビル・水害時避難ビル"
"イケア鶴浜","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","鶴町2-24-55","","24時間","","津波、洪水","135.449642944959","34.6368680674505","津波避難ビル・水害時避難ビル"
"大正区在宅サービスセンター","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","小林西1-14-3","","営業時間中（平日9:00～19:00、土曜9:00～17:30）","指定緊急避難場所","津波、洪水","135.468508246116","34.6462317789066","津波避難ビル・水害時避難ビル"
"シティコート千島３丁目","防災関連施設 - 津波避難ビル・水害時避難ビル","大正区","千島3-1","","24時間","","津波、洪水","135.470651761762","34.6526513932133","津波避難ビル・水害時避難ビル"
"もと立葉小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","立葉2-1-15","","24時間","指定緊急避難場所","津波、洪水","135.485600252459","34.6649191212049","津波避難ビル・水害時避難ビル"
"難波中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","塩草1-1-59","","24時間","指定緊急避難場所","津波、洪水","135.491565929755","34.6619602080027","津波避難ビル・水害時避難ビル"
"塩草立葉小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","塩草1-4-31","","24時間","指定緊急避難場所","津波、洪水","135.49045130061","34.661258605433","津波避難ビル・水害時避難ビル"
"難波元町小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","元町1-5-30","","24時間","指定緊急避難場所","津波、洪水","135.497156901646","34.6651432460654","津波避難ビル・水害時避難ビル"
"敷津小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","敷津東3-9-32","","24時間","指定緊急避難場所","津波、洪水","135.498831352279","34.6558097219369","津波避難ビル・水害時避難ビル"
"大国小学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","大国1-9-3","","24時間","指定緊急避難場所","津波、洪水","135.496840631882","34.6535208769865","津波避難ビル・水害時避難ビル"
"木津中学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","戎本町1-3-46","","24時間","指定緊急避難場所","津波、洪水","135.499785433232","34.6533675203705","津波避難ビル・水害時避難ビル"
"今宮高等学校","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","戎本町2-7-41","","24時間","指定緊急避難場所","津波、洪水","135.498777513555","34.6518804558073","津波避難ビル・水害時避難ビル"
"市営浪速第6住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西2-3","","24時間","指定緊急避難場所","津波、洪水","135.487961659926","34.6564210681174","津波避難ビル・水害時避難ビル"
"市営浪速第7住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東3-4","","24時間","指定緊急避難場所","津波、洪水","135.491392562499","34.6555650449172","津波避難ビル・水害時避難ビル"
"市営浪速第8住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","久保吉1-6","","24時間","指定緊急避難場所","津波、洪水","135.485470532294","34.6607553521825","津波避難ビル・水害時避難ビル"
"市営浪速第9住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西4-1-40","","24時間","指定緊急避難場所","津波、洪水","135.486287691261","34.6537694507133","津波避難ビル・水害時避難ビル"
"市営浪速第9住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西4-2","","24時間","指定緊急避難場所","津波、洪水","135.48670544421","34.6527738850894","津波避難ビル・水害時避難ビル"
"市営浪速第10住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東2-10-11","","24時間","指定緊急避難場所","津波、洪水","135.48913885788","34.6561183741008","津波避難ビル・水害時避難ビル"
"市営浪速第10住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東2-9","","24時間","指定緊急避難場所","津波、洪水","135.489320028839","34.6566141982773","津波避難ビル・水害時避難ビル"
"市営浪速第10住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東2-5","","24時間","指定緊急避難場所","津波、洪水","135.48992658554","34.6563559929366","津波避難ビル・水害時避難ビル"
"市営浪速西第3住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西1-11","","24時間","指定緊急避難場所","津波、洪水","135.485723311104","34.6584108126914","津波避難ビル・水害時避難ビル"
"市営浪速西第3住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","木津川2-4","","24時間","指定緊急避難場所","津波、洪水","135.485018740103","34.657242554158","津波避難ビル・水害時避難ビル"
"市営浪速東第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東2-2","","24時間","指定緊急避難場所","津波、洪水","135.490922833317","34.6558842933927","津波避難ビル・水害時避難ビル"
"市営浪速東第2住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速東2-2","","24時間","指定緊急避難場所","津波、洪水","135.490554722387","34.656353831992","津波避難ビル・水害時避難ビル"
"市営大国住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","大国3-5-14","","24時間","指定緊急避難場所","津波、洪水","135.492907021007","34.6562008876428","津波避難ビル・水害時避難ビル"
"市営大国住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","大国3-3-23","","24時間","指定緊急避難場所","津波、洪水","135.493002389513","34.6567607085126","津波避難ビル・水害時避難ビル"
"市営大国南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","大国2-18","","24時間","指定緊急避難場所","津波、洪水","135.496223820498","34.6519034684092","津波避難ビル・水害時避難ビル"
"市営西栄住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西3-8","","24時間","指定緊急避難場所","津波、洪水","135.487236458693","34.6551033367582","津波避難ビル・水害時避難ビル"
"市営西栄住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西3-1","","24時間","指定緊急避難場所","津波、洪水","135.488054926188","34.655702837603","津波避難ビル・水害時避難ビル"
"市営西栄住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","浪速区","浪速西3-7","","24時間","指定緊急避難場所","津波、洪水","135.486001190222","34.6549227376426","津波避難ビル・水害時避難ビル"
